TransactionID,TransactionDate,PostingDate,AccountID,Amount,CurrencyCode,CategoryCode,DescriptionRaw,CounterpartyType,IsRecurringFlag,MonthKey
T000177,2024-11-03,2024-11-04,MAIN_CHECKING,-107.78,EUR,GROCERIES,GROCERIES PURCHASE 3503,MERCHANT,False,2024-11
T000173,2024-11-05,2024-11-06,MAIN_CHECKING,-189.0,EUR,UTILITIES,UTILITIES 2024-11,UTILITY_PROVIDER,True,2024-11
T000175,2024-11-09,2024-11-10,MAIN_CHECKING,-110.91,EUR,GROCERIES,GROCERIES PURCHASE 6502,MERCHANT,False,2024-11
T000180,2024-11-11,2024-11-11,MAIN_CHECKING,-45.49,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 7232,MERCHANT,False,2024-11
T000187,2024-11-11,2024-11-12,MAIN_CHECKING,-45.72,EUR,TRANSPORT,TRANSPORT PURCHASE 1444,MERCHANT,False,2024-11
T000186,2024-11-13,2024-11-13,MAIN_CHECKING,-53.94,EUR,TRANSPORT,TRANSPORT PURCHASE 9751,MERCHANT,False,2024-11
T000179,2024-11-14,2024-11-15,MAIN_CHECKING,-39.62,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 7381,MERCHANT,False,2024-11
T000176,2024-11-15,2024-11-15,MAIN_CHECKING,-111.7,EUR,GROCERIES,GROCERIES PURCHASE 3267,MERCHANT,False,2024-11
T000182,2024-11-15,2024-11-16,MAIN_CHECKING,-44.22,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 9818,MERCHANT,False,2024-11
T000181,2024-11-18,2024-11-19,MAIN_CHECKING,-41.89,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 5892,MERCHANT,False,2024-11
T000178,2024-11-23,2024-11-23,MAIN_CHECKING,-120.66,EUR,GROCERIES,GROCERIES PURCHASE 7797,MERCHANT,False,2024-11
T000171,2024-11-25,2024-11-26,MAIN_CHECKING,3060.0,EUR,SALARY,SALARY 2024-11,EMPLOYER,True,2024-11
T000174,2024-11-26,2024-11-27,MAIN_CHECKING,-500.0,EUR,SAVINGS_CONTRIBUTION,SAVINGS_CONTRIBUTION 2024-11,BANK,True,2024-11
T000183,2024-11-30,2024-11-30,MAIN_CHECKING,-44.17,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 8999,MERCHANT,False,2024-11
T000189,2024-12-01,2024-12-02,MAIN_CHECKING,-1200.0,EUR,RENT_MORTGAGE,RENT_MORTGAGE 2024-12,BANK,True,2024-12
T000199,2024-12-01,2024-12-01,MAIN_CHECKING,-43.15,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 3068,MERCHANT,False,2024-12
T000192,2024-12-03,2024-12-03,MAIN_CHECKING,-124.74,EUR,GROCERIES,GROCERIES PURCHASE 1823,MERCHANT,False,2024-12
T000197,2024-12-03,2024-12-03,MAIN_CHECKING,-43.39,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 1508,MERCHANT,False,2024-12
T000190,2024-12-05,2024-12-06,MAIN_CHECKING,-189.9,EUR,UTILITIES,UTILITIES 2024-12,UTILITY_PROVIDER,True,2024-12
T000195,2024-12-05,2024-12-06,MAIN_CHECKING,-111.06,EUR,GROCERIES,GROCERIES PURCHASE 5133,MERCHANT,False,2024-12
T000202,2024-12-06,2024-12-06,MAIN_CHECKING,-53.06,EUR,TRANSPORT,TRANSPORT PURCHASE 3683,MERCHANT,False,2024-12
T000194,2024-12-14,2024-12-15,MAIN_CHECKING,-115.16,EUR,GROCERIES,GROCERIES PURCHASE 7211,MERCHANT,False,2024-12
T000198,2024-12-16,2024-12-16,MAIN_CHECKING,-45.91,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 1333,MERCHANT,False,2024-12
T000201,2024-12-18,2024-12-19,MAIN_CHECKING,-41.83,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 7043,MERCHANT,False,2024-12
T000203,2024-12-20,2024-12-20,MAIN_CHECKING,-55.25,EUR,TRANSPORT,TRANSPORT PURCHASE 1420,MERCHANT,False,2024-12
T000193,2024-12-21,2024-12-22,MAIN_CHECKING,-110.64,EUR,GROCERIES,GROCERIES PURCHASE 4467,MERCHANT,False,2024-12
T000200,2024-12-24,2024-12-24,MAIN_CHECKING,-41.9,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 4571,MERCHANT,False,2024-12
T000188,2024-12-25,2024-12-26,MAIN_CHECKING,3066.0,EUR,SALARY,SALARY 2024-12,EMPLOYER,True,2024-12
T000191,2024-12-26,2024-12-27,MAIN_CHECKING,-500.0,EUR,SAVINGS_CONTRIBUTION,SAVINGS_CONTRIBUTION 2024-12,BANK,True,2024-12
T000196,2024-12-27,2024-12-28,MAIN_CHECKING,-38.35,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 4673,MERCHANT,False,2024-12
T000204,2024-12-31,2025-01-01,MAIN_CHECKING,-54.89,EUR,TRANSPORT,TRANSPORT PURCHASE 7498,MERCHANT,False,2024-12
T000206,2025-01-01,2025-01-02,MAIN_CHECKING,-1200.0,EUR,RENT_MORTGAGE,RENT_MORTGAGE 2025-01,BANK,True,2025-01
T000216,2025-01-01,2025-01-02,MAIN_CHECKING,-44.48,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 8136,MERCHANT,False,2025-01
T000212,2025-01-03,2025-01-04,MAIN_CHECKING,-117.31,EUR,GROCERIES,GROCERIES PURCHASE 2129,MERCHANT,False,2025-01
T000207,2025-01-05,2025-01-06,MAIN_CHECKING,-190.8,EUR,UTILITIES,UTILITIES 2025-01,UTILITY_PROVIDER,True,2025-01
T000211,2025-01-07,2025-01-07,MAIN_CHECKING,-123.46,EUR,GROCERIES,GROCERIES PURCHASE 6688,MERCHANT,False,2025-01
T000221,2025-01-08,2025-01-09,MAIN_CHECKING,-50.47,EUR,TRANSPORT,TRANSPORT PURCHASE 5232,MERCHANT,False,2025-01
T000215,2025-01-11,2025-01-12,MAIN_CHECKING,-44.14,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 9817,MERCHANT,False,2025-01
T000217,2025-01-14,2025-01-15,MAIN_CHECKING,-44.91,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 6280,MERCHANT,False,2025-01
T000220,2025-01-15,2025-01-16,MAIN_CHECKING,-45.83,EUR,TRANSPORT,TRANSPORT PURCHASE 3979,MERCHANT,False,2025-01
T000218,2025-01-16,2025-01-16,MAIN_CHECKING,-45.13,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 5569,MERCHANT,False,2025-01
T000213,2025-01-17,2025-01-18,MAIN_CHECKING,-38.84,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 8532,MERCHANT,False,2025-01
T000214,2025-01-21,2025-01-22,MAIN_CHECKING,-43.91,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 3885,MERCHANT,False,2025-01
T000210,2025-01-23,2025-01-24,MAIN_CHECKING,-121.15,EUR,GROCERIES,GROCERIES PURCHASE 2983,MERCHANT,False,2025-01
T000205,2025-01-25,2025-01-26,MAIN_CHECKING,3072.0,EUR,SALARY,SALARY 2025-01,EMPLOYER,True,2025-01
T000208,2025-01-26,2025-01-27,MAIN_CHECKING,-500.0,EUR,SAVINGS_CONTRIBUTION,SAVINGS_CONTRIBUTION 2025-01,BANK,True,2025-01
T000219,2025-01-29,2025-01-30,MAIN_CHECKING,-53.13,EUR,TRANSPORT,TRANSPORT PURCHASE 6511,MERCHANT,False,2025-01
T000209,2025-01-31,2025-01-31,MAIN_CHECKING,-118.7,EUR,GROCERIES,GROCERIES PURCHASE 2669,MERCHANT,False,2025-01
T000223,2025-02-01,2025-02-02,MAIN_CHECKING,-1200.0,EUR,RENT_MORTGAGE,RENT_MORTGAGE 2025-02,BANK,True,2025-02
T000231,2025-02-01,2025-02-02,MAIN_CHECKING,-41.98,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 7971,MERCHANT,False,2025-02
T000232,2025-02-03,2025-02-04,MAIN_CHECKING,-46.4,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 6764,MERCHANT,False,2025-02
T000224,2025-02-05,2025-02-06,MAIN_CHECKING,-191.7,EUR,UTILITIES,UTILITIES 2025-02,UTILITY_PROVIDER,True,2025-02
T000236,2025-02-07,2025-02-08,MAIN_CHECKING,-48.39,EUR,TRANSPORT,TRANSPORT PURCHASE 2647,MERCHANT,False,2025-02
T000234,2025-02-08,2025-02-08,MAIN_CHECKING,-40.11,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 4155,MERCHANT,False,2025-02
T000227,2025-02-09,2025-02-09,MAIN_CHECKING,-127.36,EUR,GROCERIES,GROCERIES PURCHASE 4954,MERCHANT,False,2025-02
T000233,2025-02-10,2025-02-11,MAIN_CHECKING,-43.92,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 6023,MERCHANT,False,2025-02
T000226,2025-02-11,2025-02-11,MAIN_CHECKING,-125.77,EUR,GROCERIES,GROCERIES PURCHASE 9464,MERCHANT,False,2025-02
T000235,2025-02-13,2025-02-13,MAIN_CHECKING,-40.65,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 4138,MERCHANT,False,2025-02
T000238,2025-02-16,2025-02-17,MAIN_CHECKING,-49.24,EUR,TRANSPORT,TRANSPORT PURCHASE 1231,MERCHANT,False,2025-02
T000228,2025-02-20,2025-02-21,MAIN_CHECKING,-122.03,EUR,GROCERIES,GROCERIES PURCHASE 4937,MERCHANT,False,2025-02
T000229,2025-02-23,2025-02-24,MAIN_CHECKING,-121.34,EUR,GROCERIES,GROCERIES PURCHASE 8342,MERCHANT,False,2025-02
T000237,2025-02-24,2025-02-25,MAIN_CHECKING,-54.02,EUR,TRANSPORT,TRANSPORT PURCHASE 4727,MERCHANT,False,2025-02
T000222,2025-02-25,2025-02-26,MAIN_CHECKING,3078.0,EUR,SALARY,SALARY 2025-02,EMPLOYER,True,2025-02
T000225,2025-02-26,2025-02-27,MAIN_CHECKING,-500.0,EUR,SAVINGS_CONTRIBUTION,SAVINGS_CONTRIBUTION 2025-02,BANK,True,2025-02
T000230,2025-02-26,2025-02-27,MAIN_CHECKING,-43.83,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 7046,MERCHANT,False,2025-02
T000240,2025-03-01,2025-03-02,MAIN_CHECKING,-1200.0,EUR,RENT_MORTGAGE,RENT_MORTGAGE 2025-03,BANK,True,2025-03
T000248,2025-03-02,2025-03-02,MAIN_CHECKING,-38.65,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 3485,MERCHANT,False,2025-03
T000252,2025-03-04,2025-03-05,MAIN_CHECKING,-41.24,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 5871,MERCHANT,False,2025-03
T000241,2025-03-05,2025-03-06,MAIN_CHECKING,-128.4,EUR,UTILITIES,UTILITIES 2025-03,UTILITY_PROVIDER,True,2025-03
T000245,2025-03-05,2025-03-05,MAIN_CHECKING,-107.91,EUR,GROCERIES,GROCERIES PURCHASE 5658,MERCHANT,False,2025-03
T000247,2025-03-06,2025-03-07,MAIN_CHECKING,-44.97,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 9056,MERCHANT,False,2025-03
T000246,2025-03-09,2025-03-10,MAIN_CHECKING,-116.51,EUR,GROCERIES,GROCERIES PURCHASE 6582,MERCHANT,False,2025-03
T000249,2025-03-09,2025-03-10,MAIN_CHECKING,-39.29,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 2395,MERCHANT,False,2025-03
T000255,2025-03-14,2025-03-14,MAIN_CHECKING,-48.31,EUR,TRANSPORT,TRANSPORT PURCHASE 3573,MERCHANT,False,2025-03
T000251,2025-03-16,2025-03-16,MAIN_CHECKING,-43.15,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 9561,MERCHANT,False,2025-03
T000244,2025-03-18,2025-03-18,MAIN_CHECKING,-121.85,EUR,GROCERIES,GROCERIES PURCHASE 9042,MERCHANT,False,2025-03
T000254,2025-03-19,2025-03-19,MAIN_CHECKING,-55.24,EUR,TRANSPORT,TRANSPORT PURCHASE 4457,MERCHANT,False,2025-03
T000243,2025-03-23,2025-03-23,MAIN_CHECKING,-106.57,EUR,GROCERIES,GROCERIES PURCHASE 5786,MERCHANT,False,2025-03
T000239,2025-03-25,2025-03-26,MAIN_CHECKING,3084.0,EUR,SALARY,SALARY 2025-03,EMPLOYER,True,2025-03
T000242,2025-03-26,2025-03-27,MAIN_CHECKING,-500.0,EUR,SAVINGS_CONTRIBUTION,SAVINGS_CONTRIBUTION 2025-03,BANK,True,2025-03
T000250,2025-03-28,2025-03-28,MAIN_CHECKING,-46.42,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 7818,MERCHANT,False,2025-03
T000253,2025-03-28,2025-03-28,MAIN_CHECKING,-48.73,EUR,TRANSPORT,TRANSPORT PURCHASE 2625,MERCHANT,False,2025-03
T000257,2025-04-01,2025-04-02,MAIN_CHECKING,-1200.0,EUR,RENT_MORTGAGE,RENT_MORTGAGE 2025-04,BANK,True,2025-04
T000263,2025-04-03,2025-04-04,MAIN_CHECKING,-122.34,EUR,GROCERIES,GROCERIES PURCHASE 2166,MERCHANT,False,2025-04
T000258,2025-04-05,2025-04-06,MAIN_CHECKING,-129.0,EUR,UTILITIES,UTILITIES 2025-04,UTILITY_PROVIDER,True,2025-04
T000261,2025-04-06,2025-04-07,MAIN_CHECKING,-122.02,EUR,GROCERIES,GROCERIES PURCHASE 5771,MERCHANT,False,2025-04
T000260,2025-04-08,2025-04-09,MAIN_CHECKING,-109.49,EUR,GROCERIES,GROCERIES PURCHASE 8381,MERCHANT,False,2025-04
T000265,2025-04-08,2025-04-08,MAIN_CHECKING,-39.03,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 3441,MERCHANT,False,2025-04
T000266,2025-04-09,2025-04-09,MAIN_CHECKING,-45.75,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 2169,MERCHANT,False,2025-04
T000272,2025-04-15,2025-04-15,MAIN_CHECKING,-46.6,EUR,TRANSPORT,TRANSPORT PURCHASE 5415,MERCHANT,False,2025-04
T000271,2025-04-16,2025-04-17,MAIN_CHECKING,-53.13,EUR,TRANSPORT,TRANSPORT PURCHASE 1423,MERCHANT,False,2025-04
T000262,2025-04-18,2025-04-19,MAIN_CHECKING,-106.57,EUR,GROCERIES,GROCERIES PURCHASE 5632,MERCHANT,False,2025-04
T000270,2025-04-18,2025-04-18,MAIN_CHECKING,-46.49,EUR,TRANSPORT,TRANSPORT PURCHASE 8078,MERCHANT,False,2025-04
T000269,2025-04-21,2025-04-22,MAIN_CHECKING,-43.98,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 9199,MERCHANT,False,2025-04
T000264,2025-04-22,2025-04-22,MAIN_CHECKING,-43.05,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 7965,MERCHANT,False,2025-04
T000256,2025-04-25,2025-04-26,MAIN_CHECKING,3090.0,EUR,SALARY,SALARY 2025-04,EMPLOYER,True,2025-04
T000259,2025-04-26,2025-04-27,MAIN_CHECKING,-500.0,EUR,SAVINGS_CONTRIBUTION,SAVINGS_CONTRIBUTION 2025-04,BANK,True,2025-04
T000267,2025-04-26,2025-04-27,MAIN_CHECKING,-38.57,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 5728,MERCHANT,False,2025-04
T000268,2025-04-27,2025-04-28,MAIN_CHECKING,-41.78,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 5982,MERCHANT,False,2025-04
T000274,2025-05-01,2025-05-02,MAIN_CHECKING,-1200.0,EUR,RENT_MORTGAGE,RENT_MORTGAGE 2025-05,BANK,True,2025-05
T000278,2025-05-02,2025-05-03,MAIN_CHECKING,-110.39,EUR,GROCERIES,GROCERIES PURCHASE 9056,MERCHANT,False,2025-05
T000288,2025-05-02,2025-05-03,MAIN_CHECKING,-50.17,EUR,TRANSPORT,TRANSPORT PURCHASE 2989,MERCHANT,False,2025-05
T000275,2025-05-05,2025-05-06,MAIN_CHECKING,-129.6,EUR,UTILITIES,UTILITIES 2025-05,UTILITY_PROVIDER,True,2025-05
T000280,2025-05-06,2025-05-07,MAIN_CHECKING,-115.74,EUR,GROCERIES,GROCERIES PURCHASE 2713,MERCHANT,False,2025-05
T000282,2025-05-06,2025-05-07,MAIN_CHECKING,-41.95,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 5135,MERCHANT,False,2025-05
T000289,2025-05-07,2025-05-07,MAIN_CHECKING,-46.01,EUR,TRANSPORT,TRANSPORT PURCHASE 3594,MERCHANT,False,2025-05
T000283,2025-05-11,2025-05-12,MAIN_CHECKING,-40.84,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 9431,MERCHANT,False,2025-05
T000284,2025-05-14,2025-05-14,MAIN_CHECKING,-45.08,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 9889,MERCHANT,False,2025-05
T000286,2025-05-16,2025-05-17,MAIN_CHECKING,-42.49,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 8242,MERCHANT,False,2025-05
T000277,2025-05-19,2025-05-20,MAIN_CHECKING,-117.2,EUR,GROCERIES,GROCERIES PURCHASE 5557,MERCHANT,False,2025-05
T000285,2025-05-23,2025-05-23,MAIN_CHECKING,-42.01,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 4073,MERCHANT,False,2025-05
T000273,2025-05-25,2025-05-26,MAIN_CHECKING,3096.0,EUR,SALARY,SALARY 2025-05,EMPLOYER,True,2025-05
T000279,2025-05-25,2025-05-26,MAIN_CHECKING,-128.96,EUR,GROCERIES,GROCERIES PURCHASE 6700,MERCHANT,False,2025-05
T000287,2025-05-25,2025-05-25,MAIN_CHECKING,-48.43,EUR,TRANSPORT,TRANSPORT PURCHASE 5719,MERCHANT,False,2025-05
T000276,2025-05-26,2025-05-27,MAIN_CHECKING,-500.0,EUR,SAVINGS_CONTRIBUTION,SAVINGS_CONTRIBUTION 2025-05,BANK,True,2025-05
T000281,2025-05-28,2025-05-29,MAIN_CHECKING,-40.54,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 1601,MERCHANT,False,2025-05
T000291,2025-06-01,2025-06-02,MAIN_CHECKING,-1200.0,EUR,RENT_MORTGAGE,RENT_MORTGAGE 2025-06,BANK,True,2025-06
T000296,2025-06-01,2025-06-02,MAIN_CHECKING,-128.47,EUR,GROCERIES,GROCERIES PURCHASE 9337,MERCHANT,False,2025-06
T000292,2025-06-05,2025-06-06,MAIN_CHECKING,-130.2,EUR,UTILITIES,UTILITIES 2025-06,UTILITY_PROVIDER,True,2025-06
T000302,2025-06-05,2025-06-06,MAIN_CHECKING,-45.47,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 9824,MERCHANT,False,2025-06
T000299,2025-06-08,2025-06-09,MAIN_CHECKING,-40.48,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 6568,MERCHANT,False,2025-06
T000294,2025-06-10,2025-06-10,MAIN_CHECKING,-108.62,EUR,GROCERIES,GROCERIES PURCHASE 8560,MERCHANT,False,2025-06
T000303,2025-06-13,2025-06-14,MAIN_CHECKING,-42.24,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 9903,MERCHANT,False,2025-06
T000304,2025-06-13,2025-06-13,MAIN_CHECKING,-49.04,EUR,TRANSPORT,TRANSPORT PURCHASE 4912,MERCHANT,False,2025-06
T000297,2025-06-14,2025-06-15,MAIN_CHECKING,-123.09,EUR,GROCERIES,GROCERIES PURCHASE 8905,MERCHANT,False,2025-06
T000300,2025-06-15,2025-06-16,MAIN_CHECKING,-46.06,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 1042,MERCHANT,False,2025-06
T000305,2025-06-15,2025-06-15,MAIN_CHECKING,-51.58,EUR,TRANSPORT,TRANSPORT PURCHASE 7730,MERCHANT,False,2025-06
T000298,2025-06-16,2025-06-16,MAIN_CHECKING,-39.75,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 2143,MERCHANT,False,2025-06
T000295,2025-06-18,2025-06-18,MAIN_CHECKING,-128.81,EUR,GROCERIES,GROCERIES PURCHASE 9165,MERCHANT,False,2025-06
T000301,2025-06-18,2025-06-19,MAIN_CHECKING,-40.53,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 9022,MERCHANT,False,2025-06
T000290,2025-06-25,2025-06-26,MAIN_CHECKING,3102.0,EUR,SALARY,SALARY 2025-06,EMPLOYER,True,2025-06
T000293,2025-06-26,2025-06-27,MAIN_CHECKING,-500.0,EUR,SAVINGS_CONTRIBUTION,SAVINGS_CONTRIBUTION 2025-06,BANK,True,2025-06
T000306,2025-06-30,2025-07-01,MAIN_CHECKING,-46.21,EUR,TRANSPORT,TRANSPORT PURCHASE 7246,MERCHANT,False,2025-06
T000308,2025-07-01,2025-07-02,MAIN_CHECKING,-1200.0,EUR,RENT_MORTGAGE,RENT_MORTGAGE 2025-07,BANK,True,2025-07
T000318,2025-07-01,2025-07-02,MAIN_CHECKING,-45.4,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 6188,MERCHANT,False,2025-07
T000309,2025-07-05,2025-07-06,MAIN_CHECKING,-130.8,EUR,UTILITIES,UTILITIES 2025-07,UTILITY_PROVIDER,True,2025-07
T000320,2025-07-05,2025-07-05,MAIN_CHECKING,-38.48,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 4846,MERCHANT,False,2025-07
T000411,2025-07-10,2025-07-11,MAIN_CHECKING,-1800.0,EUR,TRAVEL,VACATION EXPENSE,MERCHANT,False,2025-07
T000311,2025-07-13,2025-07-13,MAIN_CHECKING,-122.18,EUR,GROCERIES,GROCERIES PURCHASE 9115,MERCHANT,False,2025-07
T000317,2025-07-15,2025-07-16,MAIN_CHECKING,-43.46,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 2315,MERCHANT,False,2025-07
T000315,2025-07-17,2025-07-17,MAIN_CHECKING,-41.65,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 2225,MERCHANT,False,2025-07
T000321,2025-07-21,2025-07-21,MAIN_CHECKING,-48.74,EUR,TRANSPORT,TRANSPORT PURCHASE 2480,MERCHANT,False,2025-07
T000312,2025-07-22,2025-07-22,MAIN_CHECKING,-129.6,EUR,GROCERIES,GROCERIES PURCHASE 9229,MERCHANT,False,2025-07
T000322,2025-07-22,2025-07-22,MAIN_CHECKING,-50.23,EUR,TRANSPORT,TRANSPORT PURCHASE 2646,MERCHANT,False,2025-07
T000319,2025-07-24,2025-07-25,MAIN_CHECKING,-43.49,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 9864,MERCHANT,False,2025-07
T000307,2025-07-25,2025-07-26,MAIN_CHECKING,3108.0,EUR,SALARY,SALARY 2025-07,EMPLOYER,True,2025-07
T000310,2025-07-26,2025-07-27,MAIN_CHECKING,-500.0,EUR,SAVINGS_CONTRIBUTION,SAVINGS_CONTRIBUTION 2025-07,BANK,True,2025-07
T000313,2025-07-26,2025-07-27,MAIN_CHECKING,-129.61,EUR,GROCERIES,GROCERIES PURCHASE 2644,MERCHANT,False,2025-07
T000314,2025-07-27,2025-07-28,MAIN_CHECKING,-127.45,EUR,GROCERIES,GROCERIES PURCHASE 2633,MERCHANT,False,2025-07
T000316,2025-07-30,2025-07-31,MAIN_CHECKING,-42.16,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 6546,MERCHANT,False,2025-07
T000323,2025-07-30,2025-07-31,MAIN_CHECKING,-50.33,EUR,TRANSPORT,TRANSPORT PURCHASE 1474,MERCHANT,False,2025-07
T000325,2025-08-01,2025-08-02,MAIN_CHECKING,-1200.0,EUR,RENT_MORTGAGE,RENT_MORTGAGE 2025-08,BANK,True,2025-08
T000328,2025-08-02,2025-08-03,MAIN_CHECKING,-115.55,EUR,GROCERIES,GROCERIES PURCHASE 3385,MERCHANT,False,2025-08
T000326,2025-08-05,2025-08-06,MAIN_CHECKING,-131.4,EUR,UTILITIES,UTILITIES 2025-08,UTILITY_PROVIDER,True,2025-08
T000334,2025-08-05,2025-08-05,MAIN_CHECKING,-43.97,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 2210,MERCHANT,False,2025-08
T000335,2025-08-08,2025-08-09,MAIN_CHECKING,-41.96,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 5901,MERCHANT,False,2025-08
T000331,2025-08-10,2025-08-10,MAIN_CHECKING,-121.76,EUR,GROCERIES,GROCERIES PURCHASE 9153,MERCHANT,False,2025-08
T000329,2025-08-11,2025-08-12,MAIN_CHECKING,-112.83,EUR,GROCERIES,GROCERIES PURCHASE 3950,MERCHANT,False,2025-08
T000338,2025-08-13,2025-08-14,MAIN_CHECKING,-46.94,EUR,TRANSPORT,TRANSPORT PURCHASE 6881,MERCHANT,False,2025-08
T000336,2025-08-15,2025-08-16,MAIN_CHECKING,-43.64,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 5097,MERCHANT,False,2025-08
T000340,2025-08-16,2025-08-17,MAIN_CHECKING,-55.82,EUR,TRANSPORT,TRANSPORT PURCHASE 5497,MERCHANT,False,2025-08
T000333,2025-08-19,2025-08-20,MAIN_CHECKING,-45.85,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 5712,MERCHANT,False,2025-08
T000337,2025-08-21,2025-08-22,MAIN_CHECKING,-42.09,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 4263,MERCHANT,False,2025-08
T000324,2025-08-25,2025-08-26,MAIN_CHECKING,3114.0,EUR,SALARY,SALARY 2025-08,EMPLOYER,True,2025-08
T000327,2025-08-26,2025-08-27,MAIN_CHECKING,-500.0,EUR,SAVINGS_CONTRIBUTION,SAVINGS_CONTRIBUTION 2025-08,BANK,True,2025-08
T000330,2025-08-26,2025-08-26,MAIN_CHECKING,-111.06,EUR,GROCERIES,GROCERIES PURCHASE 7267,MERCHANT,False,2025-08
T000339,2025-08-28,2025-08-29,MAIN_CHECKING,-51.71,EUR,TRANSPORT,TRANSPORT PURCHASE 1359,MERCHANT,False,2025-08
T000332,2025-08-30,2025-08-31,MAIN_CHECKING,-40.37,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 1153,MERCHANT,False,2025-08
T000342,2025-09-01,2025-09-02,MAIN_CHECKING,-1200.0,EUR,RENT_MORTGAGE,RENT_MORTGAGE 2025-09,BANK,True,2025-09
T000345,2025-09-01,2025-09-01,MAIN_CHECKING,-125.89,EUR,GROCERIES,GROCERIES PURCHASE 9138,MERCHANT,False,2025-09
T000353,2025-09-02,2025-09-03,MAIN_CHECKING,-42.52,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 3695,MERCHANT,False,2025-09
T000350,2025-09-04,2025-09-04,MAIN_CHECKING,-44.48,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 5835,MERCHANT,False,2025-09
T000343,2025-09-05,2025-09-06,MAIN_CHECKING,-132.0,EUR,UTILITIES,UTILITIES 2025-09,UTILITY_PROVIDER,True,2025-09
T000354,2025-09-10,2025-09-11,MAIN_CHECKING,-40.43,EUR,ENTERTAINMENT,ENTERTAINMENT PURCHASE 5835,MERCHANT,False,2025-09
T000357,2025-09-11,2025-09-12,MAIN_CHECKING,-55.77,EUR,TRANSPORT,TRANSPORT PURCHASE 2479,MERCHANT,False,2025-09
T000346,2025-09-19,2025-09-20,MAIN_CHECKING,-127.19,EUR,GROCERIES,GROCERIES PURCHASE 4770,MERCHANT,False,2025-09
